code	name	comarca_code	comarca_name	amb	vegueria_code	vegueria_name	province_code	province_name	male_population	female_population	total_population
251636	Coma i la Pedra, la	35	Solsonès		AT06	Comarques Centrals	25	Lleida	165 	105 	270 
251615	Conca de Dalt	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	233 	213 	446 
430461	Conesa	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	58 	62 	120 
430477	Constantí	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	3.337 	3.079 	6.416 
80713	Copons	6	Anoia		AT08	Penedès	8	Barcelona	157 	150 	307 
80728	Corbera de Llobregat	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	572 	523 	1.095 
430483	Corbera d'Ebre	37	Terra Alta		AT04	Terres de l'Ebre	43	Tarragona	7.127 	7.113 	14.240 
250788	Corbins	33	Segrià		AT05	Ponent	25	Lleida	744 	650 	1.394 
170577	Corçà	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	628 	616 	1.244 
80734	Cornellà de Llobregat	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	42.093 	44.283 	86.376 
170561	Cornellà del Terri	28	Pla de l'Estany		AT02	Comarques Gironines	17	Girona	1.147 	1.089 	2.236 
430496	Cornudella de Montsant	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	539 	442 	981 
430509	Creixell	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	1.771 	1.721 	3.492 
170583	Crespià	28	Pla de l'Estany		AT02	Comarques Gironines	17	Girona	133 	123 	256 
179011	Cruïlles, Monells i Sant Sadurní de l'Heura	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	664 	640 	1.304 
80749	Cubelles	17	Garraf		AT08	Penedès	8	Barcelona	7.325 	7.095 	14.420 
250791	Cubells	23	Noguera		AT05	Ponent	25	Lleida	200 	178 	378 
430516	Cunit	12	Baix Penedès		AT08	Penedès	43	Tarragona	5.889 	5.994 	11.883 
170600	Darnius	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	282 	272 	554 
170617	Das	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	122 	100 	222 
439018	Deltebre	9	Baix Ebre		AT04	Terres de l'Ebre	43	Tarragona	5.901 	5.775 	11.676 
80752	Dosrius	21	Maresme		AT01	Metropolità	8	Barcelona	2.644 	2.571 	5.215 
430537	Duesaigües	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	128 	108 	236 
170622	Escala, l'	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	5.210 	5.066 	10.276 
80765	Esparreguera	11	Baix Llobregat		AT01	Metropolità	8	Barcelona	10.975 	10.726 	21.701 
170638	Espinelves	24	Osona		AT06	Comarques Centrals	17	Girona	95 	101 	196 
250812	Espluga Calba, l'	18	Garrigues		AT05	Ponent	25	Lleida	192 	195 	387 
430542	Espluga de Francolí, l'	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	1.846 	1.972 	3.818 
80771	Esplugues de Llobregat	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	21.965 	23.661 	45.626 
170643	Espolla	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	205 	210 	415 
170656	Esponellà	28	Pla de l'Estany		AT02	Comarques Gironines	17	Girona	221 	223 	444 
250827	Espot	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	196 	166 	362 
80787	Espunyola, l'	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	129 	123 	252 
82541	Esquirol, l'	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.077 	1.073 	2.150 
250886	Estamariu	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	71 	53 	124 
80790	Estany, l'	42	Moianès		AT06	Comarques Centrals	8	Barcelona	199 	199 	398 
250851	Estaràs	32	Segarra		AT05	Ponent	25	Lleida	95 	81 	176 
250864	Esterri d'Àneu	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	386 	418 	804 
250870	Esterri de Cardós	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	35 	38 	73 
430555	Falset	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	1.435 	1.432 	2.867 
170059	Far d'Empordà, el	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	279 	273 	552 
250899	Farrera	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	69 	49 	118 
430568	Fatarella, la	37	Terra Alta		AT04	Terres de l'Ebre	43	Tarragona	512 	516 	1.028 
430574	Febró, la	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	28 	11 	39 
81347	Figaró-Montmany	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	549 	545 	1.094 
80804	Fígols	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	23 	20 	43 
259084	Fígols i Alinyà	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	147 	114 	261 
430580	Figuera, la	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	66 	51 	117 
170669	Figueres	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	22.471 	22.875 	45.346 
430593	Figuerola del Camp	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	167 	182 	349 
170675	Flaçà	20	Gironès		AT02	Comarques Gironines	17	Girona	506 	554 	1.060 
430607	Flix	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	1.868 	1.886 	3.754 
250925	Floresta, la	18	Garrigues		AT05	Ponent	25	Lleida	89 	71 	160 
80826	Fogars de la Selva	34	Selva		AT02	Comarques Gironines	8	Barcelona	755 	715 	1.470 
80811	Fogars de Montclús	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	248 	229 	477 
170681	Foixà	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	157 	149 	306 
80832	Folgueroles	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.156 	1.129 	2.285 
250931	Fondarella	27	Pla d'Urgell		AT05	Ponent	25	Lleida	413 	418 	831 
80847	Fonollosa	7	Bages		AT06	Comarques Centrals	8	Barcelona	726 	667 	1.393 
170694	Fontanals de Cerdanya	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	237 	213 	450 
170708	Fontanilles	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	86 	58 	144 
170715	Fontcoberta	28	Pla de l'Estany		AT02	Comarques Gironines	17	Girona	709 	739 	1.448 
80850	Font-rubí	3	Alt Penedès		AT08	Penedès	8	Barcelona	692 	656 	1.348 
250946	Foradada	23	Noguera		AT05	Ponent	25	Lleida	99 	75 	174 
179026	Forallac	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	832 	873 	1.705 
430614	Forès	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	27 	24 	51 
170736	Fornells de la Selva	20	Gironès		AT02	Comarques Gironines	17	Girona	1.244 	1.284 	2.528 
170741	Fortià	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	347 	376 	723 
80863	Franqueses del Vallès, les	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	9.894 	9.552 	19.446 
430629	Freginals	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	214 	185 	399 
250962	Fuliola, la	38	Urgell		AT05	Ponent	25	Lleida	653 	638 	1.291 
250978	Fulleda	18	Garrigues		AT05	Ponent	25	Lleida	47 	47 	94 
80902	Gaià	7	Bages		AT06	Comarques Centrals	8	Barcelona	91 	77 	168 
430635	Galera, la	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	397 	373 	770 
80879	Gallifa	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	103 	94 	197 
430640	Gandesa	37	Terra Alta		AT04	Terres de l'Ebre	43	Tarragona	1.536 	1.473 	3.009 
430653	Garcia	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	299 	284 	583 
430666	Garidells, els	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	92 	96 	188 
80885	Garriga, la	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	7.646 	8.094 	15.740 
170754	Garrigàs	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	220 	203 	423 
170767	Garrigoles	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	88 	72 	160 
170773	Garriguella	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	419 	423 	842 
80898	Gavà	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	22.851 	23.554 	46.405 
250984	Gavet de la Conca	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	142 	145 	287 
80919	Gelida	3	Alt Penedès		AT08	Penedès	8	Barcelona	3.629 	3.624 	7.253 
170789	Ger	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	230 	200 	430 
259123	Gimenells i el Pla de la Font	33	Segrià		AT05	Ponent	25	Lleida	589 	562 	1.151 
430672	Ginestar	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	418 	384 	802 
170792	Girona	20	Gironès		AT02	Comarques Gironines	17	Girona	46.761 	50.825 	97.586 
80924	Gironella	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	2.422 	2.503 	4.925 
80930	Gisclareny	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	16 	11 	27 
430688	Godall	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	311 	321 	632 
250997	Golmés	27	Pla d'Urgell		AT05	Ponent	25	Lleida	882 	888 	1.770 
170806	Gombrèn	31	Ripollès		AT02	Comarques Gironines	17	Girona	92 	93 	185 
251001	Gósol	14	Berguedà		AT06	Comarques Centrals	25	Lleida	131 	95 	226 
80945	Granada, la	3	Alt Penedès		AT08	Penedès	8	Barcelona	1.070 	1.015 	2.085 
251018	Granadella, la	18	Garrigues		AT05	Ponent	25	Lleida	369 	343 	712 
80958	Granera	42	Moianès		AT01	Metropolità	8	Barcelona	53 	27 	80 
251023	Granja d'Escarp, la	33	Segrià		AT05	Ponent	25	Lleida	528 	473 	1.001 
80961	Granollers	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	29.712 	30.389 	60.101 
251039	Granyanella	32	Segarra		AT05	Ponent	25	Lleida	81 	65 	146 
251057	Granyena de les Garrigues	18	Garrigues		AT05	Ponent	25	Lleida	96 	65 	161 
251044	Granyena de Segarra	32	Segarra		AT05	Ponent	25	Lleida	70 	69 	139 
430691	Gratallops	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	131 	112 	243 
80977	Gualba	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	722 	692 	1.414 
170813	Gualta	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	203 	165 	368 
80996	Guardiola de Berguedà	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	493 	437 	930 
430705	Guiamets, els	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	129 	148 	277 
170828	Guils de Cerdanya	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	275 	248 	523 
251095	Guimerà	38	Urgell		AT05	Ponent	25	Lleida	152 	125 	277 
259031	Guingueta d'Àneu, la	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	169 	146 	315 
251109	Guissona	32	Segarra		AT05	Ponent	25	Lleida	3.637 	3.225 	6.862 
251116	Guixers	35	Solsonès		AT06	Comarques Centrals	25	Lleida	89 	53 	142 
81000	Gurb	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.318 	1.227 	2.545 
430712	Horta de Sant Joan	37	Terra Alta		AT04	Terres de l'Ebre	43	Tarragona	632 	585 	1.217 
81017	Hospitalet de Llobregat, l'	13	Barcelonès	AM01	AT01	Metropolità	8	Barcelona	122.224 	129.947 	252.171 
81629	Hostalets de Pierola, els	6	Anoia		AT08	Penedès	8	Barcelona	1.491 	1.396 	2.887 
170834	Hostalric	34	Selva		AT02	Comarques Gironines	17	Girona	2.017 	1.988 	4.005 
81022	Igualada	6	Anoia		AT08	Penedès	8	Barcelona	18.950 	19.801 	38.751 
251155	Isona i Conca Dellà	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	558 	506 	1.064 
170849	Isòvol	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	156 	125 	281 
251121	Ivars de Noguera	23	Noguera		AT05	Ponent	25	Lleida	831 	760 	1.591 
251137	Ivars d'Urgell	27	Pla d'Urgell		AT05	Ponent	25	Lleida	177 	169 	346 
251142	Ivorra	32	Segarra		AT05	Ponent	25	Lleida	55 	51 	106 
170852	Jafre	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	208 	179 	387 
170865	Jonquera, la	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	1.615 	1.605 	3.220 
81038	Jorba	6	Anoia		AT08	Penedès	8	Barcelona	422 	416 	838 
259101	Josa i Tuixén	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	74 	55 	129 
170871	Juià	20	Gironès		AT02	Comarques Gironines	17	Girona	177 	161 	338 
251180	Juncosa	18	Garrigues		AT05	Ponent	25	Lleida	230 	191 	421 
251193	Juneda	18	Garrigues		AT05	Ponent	25	Lleida	1.757 	1.627 	3.384 
251214	Les	39	Aran		AT07	Alt Pirineu i Aran	25	Lleida	476 	477 	953 
251229	Linyola	27	Pla d'Urgell		AT05	Ponent	25	Lleida	1.339 	1.313 	2.652 
81043	Llacuna, la	6	Anoia		AT08	Penedès	8	Barcelona	476 	407 	883 
170887	Lladó	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	380 	387 	767 
251235	Lladorre	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	111 	118 	229 
251240	Lladurs	35	Solsonès		AT06	Comarques Centrals	25	Lleida	103 	90 	193 
81056	Llagosta, la	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	6.531 	6.721 	13.252 
170890	Llagostera	20	Gironès		AT02	Comarques Gironines	17	Girona	4.214 	4.010 	8.224 
170904	Llambilles	20	Gironès		AT02	Comarques Gironines	17	Girona	374 	359 	733 
170911	Llanars	31	Ripollès		AT02	Comarques Gironines	17	Girona	267 	245 	512 
170926	Llançà	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	2.466 	2.519 	4.985 
251253	Llardecans	33	Segrià		AT05	Ponent	25	Lleida	253 	238 	491 
251266	Llavorsí	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	179 	175 	354 
251207	Lleida	33	Segrià		AT05	Ponent	25	Lleida	68.412 	70.130 	138.542 
170932	Llers	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	605 	604 	1.209 
251272	Lles de Cerdanya	15	Cerdanya		AT07	Alt Pirineu i Aran	25	Lleida	148 	109 	257 
81075	Lliçà d'Amunt	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	7.498 	7.244 	14.742 
81081	Lliçà de Vall	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	3.254 	3.129 	6.383 
251288	Llimiana	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	91 	67 	158 
81069	Llinars del Vallès	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	4.742 	4.828 	9.570 
170947	Llívia	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	787 	669 	1.456 
430727	Lloar, el	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	66 	55 	121 
251291	Llobera	35	Solsonès		AT06	Comarques Centrals	25	Lleida	109 	93 	202 
430733	Llorac	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	61 	50 	111 
430748	Llorenç del Penedès	12	Baix Penedès		AT08	Penedès	43	Tarragona	1.152 	1.171 	2.323 
170950	Lloret de Mar	34	Selva		AT02	Comarques Gironines	17	Girona	19.338 	18.280 	37.618 
170963	Llosses, les	31	Ripollès		AT02	Comarques Gironines	17	Girona	129 	97 	226 
81094	Lluçà	24	Osona		AT06	Comarques Centrals	8	Barcelona	139 	141 	280 
171024	Maçanet de Cabrenys	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	379 	376 	755 
171030	Maçanet de la Selva	34	Selva		AT02	Comarques Gironines	17	Girona	3.527 	3.360 	6.887 
170979	Madremanya	20	Gironès		AT02	Comarques Gironines	17	Girona	138 	138 	276 
170985	Maià de Montcal	19	Garrotxa		AT02	Comarques Gironines	17	Girona	229 	217 	446 
251333	Maials	33	Segrià		AT05	Ponent	25	Lleida	500 	441 	941 
251305	Maldà	38	Urgell		AT05	Ponent	25	Lleida	117 	111 	228 
81108	Malgrat de Mar	21	Maresme		AT01	Metropolità	8	Barcelona	9.183 	9.188 	18.371 
81115	Malla	24	Osona		AT06	Comarques Centrals	8	Barcelona	132 	130 	262 
81120	Manlleu	24	Osona		AT06	Comarques Centrals	8	Barcelona	10.096 	10.132 	20.228 
81136	Manresa	7	Bages		AT06	Comarques Centrals	8	Barcelona	36.397 	38.258 	74.655 
430764	Marçà	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	314 	282 	596 
430751	Margalef	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	64 	42 	106 
82423	Marganell	7	Bages		AT06	Comarques Centrals	8	Barcelona	132 	148 	280 
81141	Martorell	11	Baix Llobregat		AT01	Metropolità	8	Barcelona	14.149 	13.545 	27.694 
81154	Martorelles	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	2.370 	2.386 	4.756 
430770	Mas de Barberans	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	297 	307 	604 
171002	Masarac	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	154 	140 	294 
430786	Masdenverge	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	565 	531 	1.096 
81167	Masies de Roda, les	24	Osona		AT06	Comarques Centrals	8	Barcelona	354 	361 	715 
81173	Masies de Voltregà, les	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.554 	1.611 	3.165 
430799	Masllorenç	12	Baix Penedès		AT08	Penedès	43	Tarragona	271 	230 	501 
81189	Masnou, el	21	Maresme		AT01	Metropolità	8	Barcelona	11.062 	11.861 	22.923 
430803	Masó, la	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	155 	135 	290 
430810	Maspujols	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	403 	383 	786 
81192	Masquefa	6	Anoia		AT08	Penedès	8	Barcelona	4.214 	4.121 	8.335 
430825	Masroig, el	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	280 	231 	511 
251312	Massalcoreig	33	Segrià		AT05	Ponent	25	Lleida	301 	263 	564 
171019	Massanes	34	Selva		AT02	Comarques Gironines	17	Girona	381 	341 	722 
251327	Massoteres	32	Segarra		AT05	Ponent	25	Lleida	105 	84 	189 
81206	Matadepera	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	4.461 	4.439 	8.900 
81213	Mataró	21	Maresme		AT01	Metropolità	8	Barcelona	62.045 	62.822 	124.867 
171045	Medinyà	20	Gironès		AT02	Comarques Gironines	17	Girona	..	..	..
81228	Mediona	3	Alt Penedès		AT08	Penedès	8	Barcelona	1.147 	1.126 	2.273 
251348	Menàrguens	23	Noguera		AT05	Ponent	25	Lleida	471 	378 	849 
170998	Meranges	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	58 	42 	100 
171058	Mieres	19	Garrotxa		AT02	Comarques Gironines	17	Girona	169 	161 	330 
430831	Milà, el	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	88 	90 	178 
251351	Miralcamp	27	Pla d'Urgell		AT05	Ponent	25	Lleida	695 	695 	1.390 
430846	Miravet	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	402 	345 	747 
81385	Moià	42	Moianès		AT06	Comarques Centrals	8	Barcelona	2.942 	2.923 	5.865 
430859	Molar, el	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	156 	135 	291 
81234	Molins de Rei	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	12.255 	12.900 	25.155 
251370	Mollerussa	27	Pla d'Urgell		AT05	Ponent	25	Lleida	7.612 	7.288 	14.900 
171061	Mollet de Peralada	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	95 	85 	180 
81249	Mollet del Vallès	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	25.648 	26.002 	51.650 
171077	Molló	31	Ripollès		AT02	Comarques Gironines	17	Girona	160 	170 	330 
251364	Molsosa, la	35	Solsonès		AT06	Comarques Centrals	25	Lleida	56 	57 	113 
81287	Monistrol de Calders	42	Moianès		AT06	Comarques Centrals	8	Barcelona	361 	336 	697 
81271	Monistrol de Montserrat	7	Bages		AT06	Comarques Centrals	8	Barcelona	1.473 	1.428 	2.901 
171096	Montagut i Oix	19	Garrotxa		AT02	Comarques Gironines	17	Girona	498 	451 	949 
430862	Montblanc	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	3.684 	3.599 	7.283 
430884	Montbrió del Camp	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	1.382 	1.311 	2.693 
81252	Montcada i Reixac	40	Vallès Occidental	AM01	AT01	Metropolità	8	Barcelona	16.941 	17.436 	34.377 
81304	Montclar	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	60 	60 	120 
251399	Montellà i Martinet	15	Cerdanya		AT07	Alt Pirineu i Aran	25	Lleida	320 	266 	586 
81311	Montesquiu	24	Osona		AT06	Comarques Centrals	8	Barcelona	480 	463 	943 
251403	Montferrer i Castellbò	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	546 	464 	1.010 
430897	Montferri	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	207 	171 	378 
251386	Montgai	23	Noguera		AT05	Ponent	25	Lleida	347 	316 	663 
81265	Montgat	21	Maresme	AM01	AT01	Metropolità	8	Barcelona	5.721 	5.780 	11.501 
81326	Montmajor	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	238 	238 	476 
81332	Montmaneu	6	Anoia		AT08	Penedès	8	Barcelona	83 	73 	156 
430901	Montmell, el	12	Baix Penedès		AT08	Penedès	43	Tarragona	749 	624 	1.373 
81350	Montmeló	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	4.331 	4.504 	8.835 
251425	Montoliu de Lleida	33	Segrià		AT05	Ponent	25	Lleida	260 	254 	514 
251410	Montoliu de Segarra	32	Segarra		AT05	Ponent	25	Lleida	107 	87 	194 
251431	Montornès de Segarra	32	Segarra		AT05	Ponent	25	Lleida	50 	51 	101 
81363	Montornès del Vallès	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	8.210 	7.962 	16.172 
430918	Mont-ral	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	98 	78 	176 
171100	Mont-ras	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	859 	851 	1.710 
430923	Mont-roig del Camp	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	6.202 	5.675 	11.877 
81379	Montseny	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	166 	153 	319 
430939	Móra d'Ebre	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	2.699 	2.778 	5.477 
430944	Móra la Nova	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	1.600 	1.585 	3.185 
430957	Morell, el	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	1.808 	1.716 	3.524 
430960	Morera de Montsant, la	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	86 	61 	147 
81290	Muntanyola	24	Osona		AT06	Comarques Centrals	8	Barcelona	313 	293 	606 
81398	Mura	7	Bages		AT06	Comarques Centrals	8	Barcelona	109 	94 	203 
251459	Nalec	38	Urgell		AT05	Ponent	25	Lleida	49 	46 	95 
250254	Naut Aran	39	Aran		AT07	Alt Pirineu i Aran	25	Lleida	890 	870 	1.760 
81402	Navarcles	7	Bages		AT06	Comarques Centrals	8	Barcelona	2.936 	3.076 	6.012 
81419	Navàs	7	Bages		AT06	Comarques Centrals	8	Barcelona	3.049 	3.054 	6.103 
